commodity_name,commodity_category,initial_moisture_pct,initial_fat_pct,initial_ph,water_activity_aw,preservative_type,packaging_material_tested,actual_film_thickness_microns,actual_film_otr_cc_m2_day_atm,actual_film_wvtr_g_m2_day,storage_condition,storage_temperature_c,storage_rh_pct,headspace_gas_regime,measured_shelf_life_days,primary_failure_mode,kinetic_reaction_order,critical_endpoint_value,fssai_safety_compliance,empirical_research_citation
Dahi (Indian Curd),Dairy Products,86.7,4.26,4.23,0.99,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Thermoformed PLA / Mineralized Bio-Polymer Cup + Paper-PLA Peelable Lid,245,11,3.92,"Storage at 4.5°C, 83.7% RH",4.5,83.7,Clean Air Headspace (prevents whey separation),14,Synaeresis (Whey Separation > 8%) & Hyper-acidity (pH < 3.8),Lactic acid fermentation kinetics,Reached critical spoilage limit on Day 14,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; NDRI Dahi Packaging Bulletin
Bikaneri Bhujia,Indian Snacks & Namkeen,1.55,34.51,5.91,0.22,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,42,39.1,7.05,"Storage at 29.8°C, 78.8% RH",29.8,78.8,Air Headspace (No MAP),30,Loss of Crispness (Moisture > 4.0%) & Oxidative Rancidity (PV > 10 meq/kg),GAB moisture sorption model,Reached critical spoilage limit on Day 30,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Goyal, Kumar et al., CSIR-CFTRI"
Red Chilli Powder (Lal Mirch),Spices & Condiments,9.22,12.87,5.76,0.46,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - AlOx / Metallized PLA Bio-Pouch (Capsaicin & Color Lock),79,1.1,0.53,"Storage at 33.7°C, 52.5% RH",33.7,52.5,Nitrogen Flush,237,Capsanthin Carotenoid Decoloration & Pungency Loss,First-order photo-oxidation,Reached critical spoilage limit on Day 237,Compliant across specified shelf life,ICMR-NIN IFCT 2017; Spice Board of India Packaging Standards
Cold-Pressed Mustard Oil (Kachi Ghani),Edible Vegetable Oils,0.11,99.82,6.51,0.2,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Amber Polyhydroxyalkanoate (PHA) Rigid Bottle or AlOx-PLA Bio-Pouch,200,2.4,2.13,"Storage at 31.3°C, 43.0% RH",31.3,43,Nitrogen Headspace Sparging (residual O2 < 0.5%),206,Oxidative Peroxide Formation & Allyl Isothiocyanate Pungency Loss,First-order allylic autoxidation,Reached critical spoilage limit on Day 206,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Gopalakrishna et al., CSIR-CFTRI"
Gulab Jamun (In Sugar Syrup),Traditional Sweets (Mithai),38.15,11.93,5.74,0.85,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Retortable High-Barrier Bio-Pouch (AlOx-PLA / Bio-PBS),63,2.1,0.94,"Storage at 25.1°C, 67.1% RH",25.1,67.1,Hot Fill De-aeration / Syrup Headspace Exclusion,157,Osmophilic Yeast Fermentation & Acid Sourness,Thermal destruction D-value kinetics,Reached critical spoilage limit on Day 157,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kumar & Balasubrahmanyam, CSIR-CFTRI"
Indian Orthodox Black Tea,Beverages & Plantation Crops,6.61,0.49,5.18,0.35,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Multi-ply FSC Kraft Paper Sack with Metallized NatureFlex™ Cellulose Barrier Liner,84,0.5,0.76,"Storage at 35.8°C, 48.5% RH",35.8,48.5,Ambient Air / N2 Flush,308,Moisture Absorption (Moisture > 10.0%) & Loss of Theaflavins / Thearubigins,Sigmoid moisture sorption isotherm,Reached critical spoilage limit on Day 308,Compliant across specified shelf life,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; IIP Mumbai Tea Packaging Standards
Kaju Katli,Traditional Sweets (Mithai),11.16,21.25,6.35,0.68,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,39,3051.6,30.52,"Storage at 26.6°C, 53.2% RH",26.6,53.2,Air Headspace (No MAP),6,Fungal Mold (Aspergillus flavus) & Moisture Hardening,BET moisture sorption isotherm kinetics,Reached critical spoilage limit on Day 6,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Advisory on Mithai Quality; Saxena et al., CSIR-CFTRI"
Nashik Red Onions,Fresh Horticultural Produce,86.53,0.1,5.63,0.95,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Extruded Tubular Compostable Bio-Mesh (PLA/PBAT),148,36944.9,309.92,"Storage at 30.9°C, 71.2% RH",30.9,71.2,Free Aeration (prevents neck rot),35,"Sprouting, Root Growth & Aspergillus niger (Black Mold)",Dormancy break temperature-humidity trigger,Reached critical spoilage limit on Day 35,Early failure due to insufficient barrier thickness,"ICMR-NIN IFCT 2017; ICAR-Directorate of Onion and Garlic Research (DOGR), Pune"
Traditional Mango Achar (In Mustard Oil),Spices & Condiments,48.42,22.89,3.27,0.78,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - High Acid & Oil Resistant Biodegradable Spouted Pouch (AlOx-PLA / Bio-PBS),99,0.9,0.81,"Storage at 32.4°C, 65.6% RH",32.4,65.6,Mustard Oil Seal Layer Headspace Exclusion,300,Oxidative Darkening & Microbial Surface Scum,Non-enzymatic browning kinetics,Reached critical spoilage limit on Day 300,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kumar et al., CSIR-CFTRI Pickle Packaging"
Besan Ladoo,Traditional Sweets (Mithai),5.66,24,6.21,0.42,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Bio-based Paper/NatureFlex Pouch with Grease-Resistant Bio-Coating,60,25.4,2.96,"Storage at 24.4°C, 60.4% RH",24.4,60.4,Nitrogen Flush (residual O2 < 1.0%),88,Ghee Auto-oxidation & Stale Cardboard Flavor,First-order free radical oxidation,Reached critical spoilage limit on Day 88,Compliant across specified shelf life,ICMR-NIN IFCT 2017; CSIR-CFTRI Traditional Indian Confectionery Packaging
Freshwater Fish (Rohu Steaks),Fish & Seafood,76,2.78,6.51,0.99,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,89,363.7,59.72,"Storage at 1.1°C, 94.1% RH",1.1,94.1,Air Headspace (No MAP),1,Total Volatile Base Nitrogen (TVB-N > 20 mg/100g) & Trimethylamine Odor,Bacterial enzymic proteolysis kinetics,Reached critical spoilage limit on Day 1,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Bindu et al., ICAR-CIFT Cochin"
Besan (Gram Flour),Grains & Flours,10.86,5.52,6.33,0.54,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,31,5221.5,45.01,"Storage at 29.3°C, 46.2% RH",29.3,46.2,Air Headspace (No MAP),32,Lipase-induced Acidity & Clumping,Enzymatic free fatty acid release,Reached critical spoilage limit on Day 32,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; CSIR-CFTRI Flour Milling & Storage Manual
Khoa / Mawa (Desiccated Milk Solids),Dairy Products,29.99,25.82,6.18,0.88,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Cellulose/Bio-PBS High Barrier Vacuum Pouch,80,3.3,2.45,"Storage at 2.2°C, 81.1% RH",2.2,81.1,"Vacuum Sealed or 30% CO2, 70% N2",27,Mold Growth (Penicillium) & Free Fatty Acid Hydrolysis,Moisture gain exponential microbial trigger,Reached critical spoilage limit on Day 27,Compliant across specified shelf life,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CSIR-CFTRI Dairy Technology Division
Kaju Katli,Traditional Sweets (Mithai),11.86,21.13,6.3,0.68,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - FSC Virgin Food-Grade Paper Box with NatureFlex™ Cellulose Moisture-Lock Window,30,80.7,3.61,"Storage at 23.0°C, 62.0% RH",23,62,100% N2 Flushing (prevents fungal mold & silver vark blackening),23,Fungal Mold (Aspergillus flavus) & Moisture Hardening,BET moisture sorption isotherm kinetics,Reached critical spoilage limit on Day 23,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Advisory on Mithai Quality; Saxena et al., CSIR-CFTRI"
Red Chilli Powder (Lal Mirch),Spices & Condiments,9.14,12.79,5.86,0.46,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,33,42.8,6.63,"Storage at 32.9°C, 57.2% RH",32.9,57.2,Air Headspace (No MAP),50,Capsanthin Carotenoid Decoloration & Pungency Loss,First-order photo-oxidation,Reached critical spoilage limit on Day 50,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; Spice Board of India Packaging Standards
Chakki Fresh Whole Wheat Atta,Grains & Flours,11.47,1.73,6.3,0.58,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,77,27283.1,245.93,"Storage at 32.9°C, 71.1% RH",32.9,71.1,Air Headspace (No MAP),19,Moisture Caking (Moisture > 14.0%) & Tribolium castaneum Weevil Growth,Hydrolytic lipid cleavage kinetics,Reached critical spoilage limit on Day 19,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Haridas Rao et al., CSIR-CFTRI"
Gujarati Khakhra,Indian Snacks & Namkeen,2.79,12.57,6.06,0.25,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,39,1121.5,8.8,"Storage at 31.8°C, 84.5% RH",31.8,84.5,Air Headspace (No MAP),29,Loss of Brittleness & Soft Texture (Moisture threshold 5.2%),Zero-order water vapor diffusion,Reached critical spoilage limit on Day 29,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Indian Institute of Packaging (IIP) Bulletin
Khoa / Mawa (Desiccated Milk Solids),Dairy Products,31.59,25.08,6.23,0.88,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Cellulose/Bio-PBS High Barrier Vacuum Pouch,56,10.1,4.21,"Storage at 5.9°C, 87.5% RH",5.9,87.5,"Vacuum Sealed or 30% CO2, 70% N2",13,Mold Growth (Penicillium) & Free Fatty Acid Hydrolysis,Moisture gain exponential microbial trigger,Reached critical spoilage limit on Day 13,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CSIR-CFTRI Dairy Technology Division
Roasted Urad Dal Papad,Indian Snacks & Namkeen,12.79,2,6.53,0.55,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,35,1555.1,13.82,"Storage at 38.2°C, 73.6% RH",38.2,73.6,Air Headspace (No MAP),41,Mold Growth (Aspergillus) & Loss of Crisp Frying Quality,Equilibrium moisture absorption kinetics,Reached critical spoilage limit on Day 41,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; CSIR-CFTRI Papad Technology & Packaging Standards
Kerala Banana Chips (In Coconut Oil),Indian Snacks & Namkeen,2.17,32.77,5.78,0.24,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - High-Barrier Metallized Cellulosic Laminate with N2 Flush,74,1.1,1.17,"Storage at 33.5°C, 73.3% RH",33.5,73.3,100% N2 Flush (prevents coconut oil rancidity),136,Coconut Oil Hydrolytic Rancidity (Free Fatty Acids > 1.0%) & Soggy Texture,Lipid auto-oxidation kinetics,Reached critical spoilage limit on Day 136,Compliant across specified shelf life,ICMR-NIN IFCT 2017; ICAR-Central Plantation Crops Research Institute (CPCRI)
Basmati Rice (Aged),Grains & Flours,11.99,0.6,6.53,0.56,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Woven Jute Bag with Internal Compostable PLA/PBAT Liner,106,187.4,4.55,"Storage at 27.8°C, 66.0% RH",27.8,66,Ambient Air,492,Aroma (2-acetyl-1-pyrroline) Volatilization & Sitophilus oryzae Weevil,Volatile aroma loss diffusion kinetics,Reached critical spoilage limit on Day 492,Compliant across specified shelf life,ICMR-NIN IFCT 2017; CSIR-CFTRI Rice Milling & Aroma Retention Studies
Gujarati Khakhra,Indian Snacks & Namkeen,2.77,12.52,6.14,0.25,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - High Moisture-Barrier NatureFlex / Bio-PBAT Vacuum Pouch,45,27.4,1.46,"Storage at 24.2°C, 43.7% RH",24.2,43.7,Vacuum Sealed / Nitrogen Flushed,66,Loss of Brittleness & Soft Texture (Moisture threshold 5.2%),Zero-order water vapor diffusion,Reached critical spoilage limit on Day 66,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Indian Institute of Packaging (IIP) Bulletin
Basmati Rice (Aged),Grains & Flours,11.57,0.69,6.47,0.56,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Woven Jute Bag with Internal Compostable PLA/PBAT Liner,58,177.2,5.95,"Storage at 32.8°C, 53.2% RH",32.8,53.2,Ambient Air,402,Aroma (2-acetyl-1-pyrroline) Volatilization & Sitophilus oryzae Weevil,Volatile aroma loss diffusion kinetics,Reached critical spoilage limit on Day 402,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; CSIR-CFTRI Rice Milling & Aroma Retention Studies
Kaju Katli,Traditional Sweets (Mithai),11.42,21.78,6.33,0.68,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,74,6560.7,153.63,"Storage at 32.0°C, 54.4% RH",32,54.4,Air Headspace (No MAP),3,Fungal Mold (Aspergillus flavus) & Moisture Hardening,BET moisture sorption isotherm kinetics,Reached critical spoilage limit on Day 3,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; FSSAI Advisory on Mithai Quality; Saxena et al., CSIR-CFTRI"
Besan (Gram Flour),Grains & Flours,10.82,5.65,6.31,0.54,Clean Label (No Synthetic Additives),Under-gauged Compostable Film (Down-gauged by 30%) - Virgin Kraft Paper / Bio-PBS Liner Moisture-Proof Pouch,54,242.4,8.18,"Storage at 29.8°C, 51.7% RH",29.8,51.7,Ambient Air,106,Lipase-induced Acidity & Clumping,Enzymatic free fatty acid release,Reached critical spoilage limit on Day 106,Early failure due to insufficient barrier thickness,ICMR-NIN IFCT 2017; CSIR-CFTRI Flour Milling & Storage Manual
Kaju Katli,Traditional Sweets (Mithai),11.19,21.58,6.22,0.68,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,65,10151.4,155.53,"Storage at 30.3°C, 54.0% RH",30.3,54,Air Headspace (No MAP),3,Fungal Mold (Aspergillus flavus) & Moisture Hardening,BET moisture sorption isotherm kinetics,Reached critical spoilage limit on Day 3,Failed within days due to rapid environmental equilibration,"ICMR-NIN IFCT 2017; FSSAI Advisory on Mithai Quality; Saxena et al., CSIR-CFTRI"
Ground Turmeric (Haldi Powder),Spices & Condiments,8.81,4.35,6.2,0.45,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,42,23,4.35,"Storage at 40.5°C, 53.8% RH",40.5,53.8,Air Headspace (No MAP),74,Photo-bleaching of Curcumin Pigment (Curcumin loss > 15%),First-order photodegradation kinetics,Reached critical spoilage limit on Day 74,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Balasubrahmanyam et al., CSIR-CFTRI"
Khoa / Mawa (Desiccated Milk Solids),Dairy Products,31.26,25.6,6.23,0.88,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,49,140,24.38,"Storage at 8.2°C, 82.5% RH",8.2,82.5,Air Headspace (No MAP),5,Mold Growth (Penicillium) & Free Fatty Acid Hydrolysis,Moisture gain exponential microbial trigger,Reached critical spoilage limit on Day 5,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CSIR-CFTRI Dairy Technology Division
Khoa / Mawa (Desiccated Milk Solids),Dairy Products,30.38,26.11,6.25,0.88,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Cellulose/Bio-PBS High Barrier Vacuum Pouch,73,3.9,2.78,"Storage at 4.4°C, 81.7% RH",4.4,81.7,"Vacuum Sealed or 30% CO2, 70% N2",20,Mold Growth (Penicillium) & Free Fatty Acid Hydrolysis,Moisture gain exponential microbial trigger,Reached critical spoilage limit on Day 20,Compliant across specified shelf life,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CSIR-CFTRI Dairy Technology Division
Roasted Urad Dal Papad,Indian Snacks & Namkeen,13.12,2.03,6.54,0.55,Clean Label (No Synthetic Additives),Unsealed / Porous Paper Packaging without Bio-Liner - Polythene,66,7846.7,112.65,"Storage at 24.3°C, 63.5% RH",24.3,63.5,Air Headspace (No MAP),17,Mold Growth (Aspergillus) & Loss of Crisp Frying Quality,Equilibrium moisture absorption kinetics,Reached critical spoilage limit on Day 17,Failed within days due to rapid environmental equilibration,ICMR-NIN IFCT 2017; CSIR-CFTRI Papad Technology & Packaging Standards
Fresh Goat Meat (Chevon / Mutton),Fresh Meat & Poultry,71.48,5.58,5.82,0.99,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,34,83.1,16.06,"Storage at 3.3°C, 89.9% RH",3.3,89.9,Air Headspace (No MAP),2,Aerobic Plate Count Exceeding 10^6 cfu/g & Metmyoglobin Brown Discoloration,First-order microbial proliferation,Reached critical spoilage limit on Day 2,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Kandeepan et al., ICAR-NRC on Meat"
Fresh Malai Paneer,Dairy Products,54.63,24.7,5.83,0.98,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,46,113.5,18.5,"Storage at 7.9°C, 86.7% RH",7.9,86.7,Air Headspace (No MAP),2,Microbial Proliferation (Yeast & Mold > 100 cfu/g FSSAI limit),First-order microbial growth,Reached critical spoilage limit on Day 2,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Rao et al., CSIR-CFTRI Dairy Studies"
Ground Turmeric (Haldi Powder),Spices & Condiments,8.76,4.53,6.2,0.45,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,42,30.2,3.86,"Storage at 25.6°C, 74.0% RH",25.6,74,Air Headspace (No MAP),42,Photo-bleaching of Curcumin Pigment (Curcumin loss > 15%),First-order photodegradation kinetics,Reached critical spoilage limit on Day 42,Failed rapidly; Non-compliant with barrier and PWM norms,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Balasubrahmanyam et al., CSIR-CFTRI"
Ground Turmeric (Haldi Powder),Spices & Condiments,9.05,4.3,6.19,0.45,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Light-Barrier Metallized Cellulose Paper / Bio-PBS Pouch with Bio-Zipper,85,0.8,0.68,"Storage at 32.4°C, 44.7% RH",32.4,44.7,Ambient Air / N2 Flush,205,Photo-bleaching of Curcumin Pigment (Curcumin loss > 15%),First-order photodegradation kinetics,Reached critical spoilage limit on Day 205,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Balasubrahmanyam et al., CSIR-CFTRI"
Khoa / Mawa (Desiccated Milk Solids),Dairy Products,30.04,25.64,6.18,0.88,Clean Label (No Synthetic Additives),Conventional Plain LDPE Polybag (Non-Barrier Baseline) - Polythene,45,206.1,24.04,"Storage at 6.0°C, 83.5% RH",6,83.5,Air Headspace (No MAP),6,Mold Growth (Penicillium) & Free Fatty Acid Hydrolysis,Moisture gain exponential microbial trigger,Reached critical spoilage limit on Day 6,Failed rapidly; Non-compliant with barrier and PWM norms,ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; CSIR-CFTRI Dairy Technology Division
Desi Cow Ghee,Dairy Fats,0.18,99.48,6.4,0.25,Clean Label (No Synthetic Additives),Recommended Certified Compostable (FSSAI/BIS Compliant) - Amber 100% Bio-based PHA Rigid Jar with Bio-PBS Induction Wad,328,1.5,0.55,"Storage at 37.0°C, 73.1% RH",37,73.1,100% N2 Headspace Sparging (<0.5% residual O2 to prevent photo-oxidation),229,Oxidative Rancidity (Peroxide Value exceeding 5.0 meq O2/kg),First-order autoxidation kinetics,Reached critical spoilage limit on Day 229,Compliant across specified shelf life,"ICMR-NIN IFCT 2017; FSSAI Packaging Reg 2018; Gandhi et al., NDRI Karnal Ghee Storage Studies"
